,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
1985-01-31,0.14286651936802397,0.7630810491809663,0.7031107717531715,0.01,0.01,0.01,1.0,0.11965811152820105,0.4169521127103444,0.03402424404095208,0.39839221311515605,0.9396514542579602,0.01,0.07677915044771878,0.9848260054489886,0.0384859198689161,0.06207693573303168,0.10020245169568605,0.36311140478012893,0.4165926517876623,0.12533987746588934
1985-02-01,0.01,0.2828912900544051,0.9200286149366678,0.01,0.033671295005858595,0.09406067234298807,0.8367774338436107,0.1394816435927641,0.3985571098471516,0.12552453134105934,0.43514397339283084,1.0,0.061099789189876,0.08698453560499883,0.9532925502351536,0.2641497767023871,0.060314202491070494,0.08138841415780085,0.25640172660235894,0.34661565762679136,0.0651690634909963
1985-02-02,0.01,0.7583121725615107,0.6767019762378155,0.06305163380718957,0.10436872990896881,0.01,0.9721774013308294,0.08387142491660994,0.2976873268440169,0.09727869575403576,0.530970032460439,0.9917353824928141,0.08719647535390775,0.07071185040225786,0.9182750514177445,0.01,0.04567272907465441,0.21111522240299727,0.4188456974953305,0.5691063787563378,0.06206171681895295
1985-02-03,0.01,0.18470466603935212,0.678753452081858,0.01,0.01,0.01,0.9472282425065546,0.08876449566812314,0.25160055655944324,0.04830335712404364,0.5456970711707398,0.936291845411622,0.04700140182493279,0.061895112771052946,0.9897178115098477,0.1753486891807845,0.09344950189874732,0.046135982009112786,0.4423759186400321,0.6882231915679705,0.0
1985-02-04,0.015808412017486142,0.28027562711559445,0.8317106543133134,0.01,0.10754207758942187,0.04271401805665622,1.0,0.01,0.1114291315984087,0.13952171349795545,0.3355254787433368,0.8269429856330569,0.01,0.12250821312914231,1.0,0.06230244235521691,0.023635222340585862,0.04927997330089404,0.24773629224412838,0.41463641609402446,0.03167714284884334
1985-02-05,0.035248529221605096,0.45154000195850064,0.6982034237318813,0.20850445257514014,0.10222326016818949,0.01,1.0,0.3327776653303317,0.407847587021232,0.08640806710987586,0.5089788788008379,1.0,0.07739519591746247,0.1898675999916445,0.7506151795286542,0.01,0.05748656827542895,0.2847013936770474,0.5290237681327656,0.636879060076158,0.13268991896094376
1985-02-06,0.033320183831624786,0.6475378962132354,0.7829861591183656,0.11673175040176018,0.04349000010769413,0.012123291757704937,0.7991633615122085,0.2794142028396006,0.4383892845858849,0.09758976583602585,0.25633084643800585,1.0,0.2005528946045276,0.12217203779369336,0.8165753734381328,0.01,0.09584046501326389,0.2452585882113943,0.18582798316283822,0.5194207046115112,0.10478463267862437
1985-02-07,0.0665891764749447,0.3060130581602361,0.7261020847752956,0.01,0.08463192672574721,0.01,0.8460340167564189,0.20932466875479755,0.4222721470203529,0.048541877422171524,0.23776994442934968,0.8428608083457259,0.1354773968594559,0.17371949970875084,0.876783757174126,0.02605936292344844,0.08763655065560587,0.16278581181870994,0.24147604702316747,0.381927922640967,0.10399212120966772
1985-02-08,0.01,0.7763692117803015,0.7754780144967466,0.22610458926100943,0.03882766588639727,0.01,0.9072485468364384,0.08259077071452828,0.05726135436273915,0.01,0.1522262870938489,0.7705562218436645,0.09607554823896382,0.08586948821852786,0.8831077046871536,0.1922644885388355,0.03610887250549896,0.07331994577938528,0.21822218967482948,0.4027652448775688,0.05671295941980867
1985-02-09,0.03575793012848761,0.3551916120739888,0.8972501692597354,0.01,0.01,0.011663183134878937,1.0,0.026120743325864296,0.15027825562405678,0.03907481605375758,0.29457066351900674,0.984571784374951,0.05414278141578663,0.13705916793674736,1.0,0.01,0.01863875267273492,0.03571047035819794,0.3061097192527692,0.5179129413795674,0.03396582362222342
1985-02-10,0.10084418944509783,0.7189710806633195,0.6633092992421175,0.1363227333388105,0.10285512340571225,0.038790120119178484,0.787944516615361,0.215996600656568,0.22606318097054112,0.07694593482743792,0.4199179359673022,0.9438542840396246,0.14484078529833633,0.14752469859152817,0.8305338549889304,0.10866125218972877,0.14837393454307476,0.03300781598360826,0.45883666357868813,0.4763069128161251,0.13816576602079264
1985-02-11,0.08325795881122881,0.6798740871480465,0.7453777199543465,0.07921725083246439,0.062294099939631496,0.010481874956891686,0.7458903096013985,0.17279998265222746,0.3789866239938849,0.11235342252538252,0.3049786350002336,0.9305869436748726,0.05315054072908147,0.12941933722574442,0.8773760134362206,0.23920575358376323,0.10923527141048325,0.15098081568993577,0.26222540805989536,0.385880509738177,0.12608241013765328
1985-02-12,0.01,0.37008310429484664,0.9377307083677446,0.07514433642629184,0.01,0.01,0.8848521711013989,0.1392812705961715,0.16902639186078725,0.027414602742955232,0.1422829104538675,1.0,0.12345234687140588,0.1264880485814721,0.9064540263643356,0.01,0.05986961461017959,0.10797251342278129,0.0986727191443046,0.3481865330434834,0.053118423189459016
1985-02-13,0.08861347375378813,0.6476271445426586,0.7461121001692741,0.27234931485487734,0.10398067705439336,0.01,1.0,0.3322001960229338,0.28549155502851825,0.09938093423801407,0.33457501276693935,0.834470081109899,0.01,0.19648610242482556,0.7313989721211912,0.01,0.1052868058597682,0.1661917239773294,0.3066479285684125,0.4333371697780871,0.12077387882359333
1985-02-14,0.01,0.5519411283602154,0.9752243469415843,0.01,0.01,0.01,0.993074450188171,0.03635541785887941,0.20247350803822814,0.05244135726277143,0.033359482853869526,0.988100478755851,0.01,0.05442450989208985,1.0,0.07442779343977737,0.04366944948298034,0.07574733883020016,0.217441263932096,0.5378086321673966,0.0457155584503285
1985-02-15,0.1422170572229572,0.5892533893920294,0.6749243991182043,0.1781143147976386,0.01,0.01,0.8851023129261075,0.19204106503213447,0.2724417155964465,0.04301945800635033,0.24634357318746317,0.8434746180803887,0.07300514924257884,0.20669214517236428,0.8489013007045013,0.07922308544926901,0.06160642944496939,0.24477511730621332,0.338384211987267,0.5182062719025021,0.14160057996846184
1985-02-16,0.15663506622854378,0.20827976692003428,0.7377244258637721,0.11961607057811231,0.01,0.01,1.0,0.2934460827314128,0.510193222705642,0.012276212637816777,0.408008111146174,0.9961465539878832,0.21559563054142175,0.27254640090369875,0.8201476460113561,0.14604222305583212,0.08692124185331096,0.22237771452846183,0.3814910865814754,0.4691411540124837,0.09787777189517147
1985-02-17,0.11753841428287348,0.290410339829048,0.8129684922608608,0.03474284338701984,0.022009288649679302,0.05504959087625014,1.0,0.12144768365483696,0.3096592804710654,0.05019619405588855,0.32853731958094773,0.9166109151958339,0.10162937618141622,0.2111099921917331,0.9244514474265397,0.08072618778611292,0.07256439408449966,0.17154008400598922,0.3290092178490571,0.539872258268629,0.03554388456103889
1985-02-18,0.05026376935640835,0.24496067400039717,0.7993088314888286,0.1261246021382608,0.10321554821246957,0.019421063821712624,0.8871248293429299,0.18550059717328496,0.17227679845421542,0.0837282668301292,0.35591694198904084,0.837404199418132,0.06913336180801676,0.21397713051960301,0.8487692111293854,0.256727661743471,0.03990793123338024,0.12346474554374984,0.49980645156708126,0.6241047860862313,0.04624661825241448
1985-02-19,0.01,0.7477295517301358,0.7354527690698162,0.07879008305343779,0.04947222055215335,0.01,0.700788010180291,0.16774323855744278,0.29212207074914626,0.09818154484675981,0.5301214254064386,0.8126450046900663,0.01,0.06902590317784643,0.8825969116948166,0.238532624572449,0.14424970802646106,0.014080210781428182,0.32572288663232524,0.5599333262935404,0.03413380236211427
1985-02-20,0.07890833380747027,0.30157984844711794,0.9037871909081994,0.15091806427586169,0.0687452270382305,0.0185376873689997,0.9317695018488523,0.1748551830739859,0.26722411054944445,0.04621140664344213,0.30710648218870673,0.9795908901197659,0.1491231679669107,0.22441361649707003,0.8535479437726025,0.01,0.03920131670093973,0.16696626008605167,0.12398164657672373,0.5088083548572102,0.09402595090829903
1985-02-21,0.01,0.4663896028281351,0.5796455881446819,0.10215105235930313,0.06756493224650402,0.01,0.9617378095410073,0.19292438234858675,0.32226519643246604,0.12645916359054007,0.4328668713092449,0.8717376089295172,0.08504311262604797,0.1114192780201732,0.859379506668615,0.12820480068332613,0.1265437526791038,0.17000013507337292,0.3285851097198441,0.6141649547103681,0.03482847379125735
1985-02-22,0.01,0.5888798817312159,0.7766272554793305,0.17524946541281217,0.06102385259858755,0.01,1.0,0.1724656476748315,0.17265912036737852,0.01,0.3642795085958142,1.0,0.10844986529362953,0.13070762202363384,0.8489875660190231,0.01,0.09165204960571635,0.08999416139103757,0.2149212404876505,0.425791240879108,0.12992428267518769
1985-02-23,0.01,0.10900068474622455,1.0,0.01,0.01,0.033057312675258944,0.9184094616975457,0.13097166700286988,0.43819769534065556,0.01,0.18767168568434556,0.8293954810047117,0.08636416910405631,0.14689280188690387,0.9646641610109989,0.07004520247079926,0.07101149304790656,0.11040069355165957,0.24372806625701926,0.4997028189161774,0.011393238882780193
1985-02-24,0.0639133600155786,0.542699651444148,0.8934794366300838,0.01,0.09089293185155417,0.054070144135998296,0.7381012543295822,0.031913309116456116,0.2193312364621977,0.12054633709066961,0.40194452234921785,0.7194268621368889,0.11413418903387926,0.12574325031347194,0.9635382584769489,0.23456786337134994,0.07420197769788801,0.05693372625647218,0.303779937635731,0.5025044655034275,0.022867443750924893
1985-02-25,0.01,0.25571922393081814,1.0,0.01,0.027531659930440957,0.04913084374499588,1.0,0.01,0.2922238834358728,0.01,0.11721720720844461,0.9013867140108442,0.10582419334984453,0.12319775943730443,1.0,0.12277328326175942,0.08895311843327824,0.07025034031330332,0.167505522027898,0.3993364035379596,0.02499770220784992
1985-02-26,0.01,0.4699340310987645,0.7461169365792727,0.01,0.04284881048812218,0.01,1.0,0.14739025801913092,0.399041053691746,0.17137841791003094,0.1277874526934545,0.8866959070334737,0.1312753106537744,0.05814222315898228,0.9329985873937585,0.22654969510160528,0.05991245682463287,0.11720644021697846,0.2801383859311001,0.4814627673058785,0.0
1985-02-27,0.08441218752707205,0.46066705293885524,0.8936632713199302,0.20269006334320314,0.04925331135601946,0.01,0.9521948263395005,0.29309694712613193,0.2485901838536918,0.020670067182937745,0.38078668119429454,1.0,0.12228385284958411,0.21087970217872593,0.7827938451627692,0.01,0.050967895190077966,0.07810189522450281,0.22853025287594553,0.3163726531364178,0.16520403921318175
1985-02-28,0.01,0.642775994046363,0.663575751674715,0.01,0.07515067193069686,0.019270018693319742,0.7605019224282297,0.0684727372028232,0.10806398017124091,0.06549810620072226,0.649042114074131,0.9240631523159089,0.01,0.03463351509788645,0.9572287235048021,0.10482179262985944,0.07081366837857545,0.10169556103223143,0.649258868230862,0.7155048469297264,0.020576640899121236
1985-03-01,0.01,0.11331037288179323,0.884581347532291,0.049448827654973666,0.05151949331960694,0.0515307732572447,0.8756232613126984,0.11375559236019392,0.16735600770564252,0.03743511750031179,0.216864366724929,0.9786752884687997,0.013861272493520468,0.19623618456941455,0.9179836568594896,0.05125849577882906,0.11818424710817807,0.07934253218859463,0.31949099231281236,0.4309640672094286,0.010784876220813474
1985-03-02,0.01,0.1628582789360642,0.6881688427544788,0.01,0.01,0.01,1.0,0.17230672877411768,0.380390025935984,0.01,0.49954751689963356,1.0,0.01,0.15573057537557464,0.9356841751007846,0.01,0.037007491081481915,0.06757747803987939,0.24959127439561077,0.6837352457432747,0.019120419778081432
1985-03-03,0.08778760782986014,0.22900787601296876,0.6618117111073014,0.27168152056956485,0.11826760521252404,0.01,0.9850883527566942,0.3490694191330028,0.3069351388192955,0.0828666202071111,0.477639517023763,0.8377547659822074,0.2703591410284821,0.27959668488320577,0.7203073132201243,0.04452151090396626,0.07848529605643542,0.1884745782646295,0.3182997007254106,0.5293506520859523,0.15780780120703358
1985-03-04,0.01,0.3826725345077892,0.7613197124358355,0.14306679957819501,0.10229574737492624,0.01,0.9794919238722607,0.2325333437311845,0.2273546900216411,0.1614418770660813,0.2730211790324328,0.9747637468162482,0.07253733252039263,0.09394198250200789,0.820354138785964,0.10294764849332823,0.04347633017281916,0.024262338252162757,0.3516411540149669,0.5824469657135678,0.10682605808769566
1985-03-05,0.10949810608199312,0.6902514942505877,0.7598175469074873,0.01,0.01,0.01,0.8780450512374651,0.019675498855078355,0.2693934465749567,0.01,0.4034598752178418,0.9354352553090897,0.01,0.09573181837284689,1.0,0.19966018661356386,0.04813353158831866,0.04280748819460502,0.29938973129112745,0.47749890542430284,0.09151171400839482
1985-03-06,0.16016431210775964,0.7886401932319854,0.6972166571831055,0.1101930911502257,0.11394404335626837,0.04361315691076264,0.8876658157319594,0.03780034707628882,0.1302819383899249,0.14795249830232401,0.3572645024683085,1.0,0.06042220069476982,0.15541204475255044,0.9252530904455342,0.121623799248068,0.15451130963933027,0.09996288199459731,0.3784918832861125,0.5475901687008019,0.175075626277462
1985-03-07,0.018172208251222247,0.5070109080648144,0.712166580109463,0.01,0.05694604094814594,0.07084553699757908,0.7062378135169483,0.012782170999750025,0.1616109788147524,0.06053682714748913,0.48204591212034237,0.7184939511920965,0.13704032403781785,0.08411060752564506,1.0,0.23169571117527993,0.10989171769542785,0.01,0.4723372668869313,0.5922644589389023,0.014047603844810753
1985-03-08,0.01,0.4794100408234804,0.7220404730433112,0.1607712110090354,0.0844960887389978,0.01,1.0,0.20737257725239894,0.2061336834276617,0.04567355994520239,0.4348013878771744,0.9525630252724122,0.01,0.1514199039181191,0.8311831303232904,0.01,0.019782151587967537,0.060761186874458854,0.42332603586011797,0.5940890127114722,0.10472016737044858
1985-03-09,0.01,0.3972581713829694,0.7881706086759044,0.01007325773530094,0.03606996390120577,0.05330352001960954,0.7834551974485996,0.01816463523661925,0.14902606619978384,0.059551941649756523,0.47283817064289807,0.8832212184367156,0.059786364864948795,0.11734821686379242,0.980681712280859,0.167522285199448,0.08203391495780735,0.03533118428051546,0.37723467964558294,0.6055293672144544,0.10316694046598299
1985-03-10,0.01,0.39906680590778776,0.7737304302296062,0.01,0.01,0.021255346155375242,1.0,0.06153967675654508,0.17703825120522515,0.01,0.47105317064398744,0.8959364749310575,0.01,0.06848382262012484,1.0,0.01,0.01993933969965231,0.051954469625579924,0.3302232992969104,0.49163699444744713,0.06345022361158101
1985-03-11,0.0922174940007309,0.8865165744385539,0.7834382031777323,0.06822056283532485,0.01,0.01,1.0,0.07357578665213527,0.17462939438621683,0.01,0.35285408651153966,1.0,0.09011667167115905,0.08927160096325211,0.9425498454393693,0.01,0.09269693305674388,0.014731117670934532,0.24643038343559925,0.4808525154623826,0.1264987305935878
1985-03-12,0.040026199303853975,0.43937820507995773,0.8845642471246022,0.18954252790036524,0.015188671109851573,0.021336664734384628,1.0,0.2552689569152095,0.2906869369438405,0.03316808294491911,0.23021936833429835,1.0,0.01,0.18900021700604502,0.8124650289503154,0.04248626842098476,0.015904227211588944,0.01,0.16264037356584599,0.3698890471671584,0.03987847325930017
1985-03-13,0.09494722052602134,0.6239439567212571,0.8368519191027199,0.01,0.01,0.08021538256024759,0.8742984372103859,0.08525149439827259,0.22407291004065605,0.01,0.3574078482272963,1.0,0.01,0.1042986188575511,0.97436295278005,0.10556325178171756,0.013406311748175716,0.027666316924377904,0.2782706284058959,0.5820467572227143,0.09710386150052419
1985-03-14,0.01,0.682542196391061,0.8315176547278543,0.04631880424795556,0.14782942113239414,0.01,0.8926328469263369,0.12371147277675747,0.14732840949848514,0.12549112277648278,0.4897713110818434,0.9074986889204757,0.01,0.07801328171142698,0.8946827381107558,0.16684626923711418,0.07698333332760883,0.07562066479400836,0.44053454936889436,0.6383808827836367,0.12080580474944957
1985-03-15,0.02948029381895411,0.10054360390039557,0.8158281089432469,0.01,0.01,0.08163907658361985,0.9449792440528629,0.06287952375990415,0.09768957101762701,0.03659261068893003,0.3431813955779099,0.9902875121033986,0.01,0.17980794957941965,0.996465861824328,0.090046045162194,0.03396227946400064,0.01,0.38057537385242846,0.6921593140310102,0.010733738092902118
1985-03-16,0.01,0.7343654751865981,0.638382454746972,0.03628311369451914,0.020213279047578997,0.01,0.7099021517053692,0.15037675795767957,0.1719354659424192,0.08864158040645487,0.3234343397023975,0.8929572410704202,0.01,0.01,0.9098840311032886,0.22517094627817663,0.11642800282642746,0.08686591144604067,0.37320966221755014,0.5614965224333439,0.0441123351936553
1985-03-17,0.16352086239141156,0.46340700537852303,0.6777861476829101,0.01,0.01,0.04459535856765112,0.9434680931679985,0.0938244287424922,0.1889132428949893,0.01,0.3392535311786583,0.9542222704940945,0.01,0.1773384391420123,0.9714631859210892,0.07648564375103495,0.04456542843364857,0.021974062812365632,0.3219250563422812,0.45474937287517647,0.1270027992260665
1985-03-18,0.14788150939423766,0.293899035804293,0.8272664909816692,0.07467282285522257,0.01,0.01,0.9794945268036871,0.16287821008627584,0.2873096492344291,0.01,0.18661120481095864,1.0,0.01,0.23756279439282701,0.9021448085955891,0.01,0.07968422907974879,0.08350840937106616,0.12310761754192698,0.36210580498902073,0.0910329381034947
