city,date,geopotential_height,high_vegetation_cover,high_vegetation_type,lake_cover,land_sea_mask,low_vegetation_cover,low_vegetation_type,soil_type,target_latitude,target_longitude,grid_latitude,grid_longitude,total_precipitation,runoff,evaporation,dewpoint_temperature_2m,experiment_version,skin_reservoir_content,skin_temperature,soil_temperature_level1,soil_temperature_level2,soil_temperature_level3,soil_temperature_level4,soil_volume_water_content_level1,soil_volume_water_content_level2,soil_volume_water_content_level3,soil_volume_water_content_level4,surface_pressure,temperature_2m,u_component_wind_10m,v_component_wind_10m,rainfall_mm,rainfall_monthly_anomaly,rainfall_3month_avg,rainfall_6month_avg
Kabale,1981-11,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004935873,0.0024229959,-0.0034231339,287.21777,1.0,0.00016185641,292.09375,292.729,292.7495,292.8186,292.91675,0.42469788,0.42861938,0.417984,0.44487,82977.94,291.39062,-0.45540905,0.25872707,71.582756,-51.99547,93.27672322591144,64.8211817741394
Kabale,1981-12,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0047355136,0.0015799478,-0.0035031168,287.17578,1.0,0.00022400916,291.9585,292.5874,292.5901,292.61768,292.80444,0.4288025,0.43174744,0.41740417,0.4371338,83007.125,291.46338,-0.551074,0.19178677,83.85451,-5.461426,92.10921223958331,74.38615401585896
Kabale,1982-01,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005081621,0.0016326383,-0.0036027012,287.13745,1.0,0.00022098422,292.1792,292.79346,292.7766,292.7461,292.75342,0.4274292,0.43118286,0.42733765,0.4345703,82947.875,291.6338,-0.29718876,0.021136284,48.89745,-18.908703,68.11157099405925,81.85545667012532
Kabale,1982-02,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.003522257,0.0014541857,-0.0037011718,286.2898,1.0,0.00014834106,292.9839,293.50244,293.42017,293.17725,292.84814,0.4055481,0.40350342,0.41075134,0.43281555,82919.94,292.71362,-0.120651245,-0.040789604,55.163193,-25.711418,62.63838322957357,77.95755322774251
Kabale,1982-03,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0043326537,0.0011006221,-0.0036924668,286.896,1.0,0.00016656518,293.2478,293.77808,293.68628,293.4414,293.04688,0.40722656,0.39842224,0.37467957,0.42453003,82917.44,292.81763,-0.6867666,0.5035019,108.570786,-20.220795,70.87714258829753,81.49317741394043
Kabale,1982-04,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.011410337,0.00454583,-0.0033542975,288.50464,1.0,0.00028172135,292.67432,293.32202,293.3606,293.4453,293.25854,0.43641663,0.43807983,0.4147644,0.42147827,82992.94,292.07642,-0.59174633,0.6246071,182.90085,39.604645,115.54494222005208,91.82825660705566
Kabale,1982-05,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.007150338,0.0044004396,-0.0032806145,288.24487,1.0,0.00021919608,292.10132,292.73145,292.7881,292.9663,293.2268,0.42523193,0.42616272,0.43754578,0.4510193,83060.19,291.6272,-0.81858635,0.9344053,131.46486,23.468613,140.97883097330728,101.80860710144044
Kabale,1982-06,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0013565617,0.0019662231,-0.003177612,285.99463,1.0,7.0527196e-05,292.19946,292.7224,292.76758,292.89404,293.0669,0.35661316,0.37309265,0.38708496,0.4427948,83182.81,292.0869,-0.9183569,1.1613264,57.225204,27.729076,123.86363728841144,97.37038993835448
Kabale,1982-07,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0004686368,0.0008175671,-0.0021182569,283.4756,1.0,2.2053719e-05,292.97095,293.3589,293.24463,293.0332,292.99048,0.23672485,0.27078247,0.32598877,0.4259491,83118.875,292.594,-0.94986916,1.1781034,2.4526713,-13.514421,63.71424492200216,89.62959357102712
Kabale,1982-08,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0016842805,0.00043242425,-0.0024005864,285.06543,1.0,5.8457255e-05,293.27075,293.69165,293.61157,293.38257,293.10962,0.30018616,0.28779602,0.29937744,0.4107666,83105.94,292.49,-0.7652378,0.79489136,0.0,-47.39679,19.892625252405804,80.43572811285655
Kabale,1982-09,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005556206,0.0005225241,-0.002891725,286.9319,1.0,0.0001873225,293.03882,293.6931,293.7351,293.76367,293.3584,0.37120056,0.33795166,0.2966919,0.39845276,83072.56,292.114,-0.7349014,0.5378189,130.27486,29.4609,44.242509285608925,84.05307328701019
Kabale,1982-10,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.007497264,0.0011553839,-0.003200681,287.30298,1.0,0.00021357834,291.6499,292.34082,292.4087,292.69238,293.25195,0.42427063,0.42616272,0.37931824,0.3930664,82985.44,290.98804,-0.4187832,0.4011917,127.14095,2.2051086,85.80526987711589,74.75975739955902
Kabale,1982-11,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.009014864,0.0024834871,-0.003304604,287.88354,1.0,0.00028406084,291.83252,292.55713,292.61865,292.78003,293.02295,0.44200134,0.44818115,0.45387268,0.42590332,83001.44,290.98682,-0.062184334,0.03413582,145.8264,22.248177,134.41407012939453,77.15334769090016
Kabale,1982-12,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0053567346,0.0032258853,-0.0035174536,287.6626,1.0,0.00026103854,292.11865,292.72144,292.67432,292.62134,292.83105,0.43400574,0.43675232,0.4419098,0.45014954,83029.44,291.48633,-0.21291065,-0.12321758,84.57436,-4.7415695,119.18057250976562,81.71154089768727
Kabale,1983-01,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0026200754,0.0017700791,-0.0035496494,286.77173,1.0,0.00013636053,292.75854,293.2627,293.19067,293.01807,292.84302,0.39660645,0.39683533,0.39242554,0.4409027,83075.125,292.44385,-0.116259575,-0.18373775,18.184956,-49.621197,82.86190668741862,84.33358828226726
Kabale,1983-02,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0035985885,0.0011797473,-0.0035436852,287.3186,1.0,9.942055e-05,294.18652,294.60425,294.42236,293.9087,293.12524,0.36735535,0.37226868,0.3479004,0.42704773,83026.0,293.58936,-0.28674698,-0.061444283,54.88404,-25.99057,52.54778671264648,93.48092842102052
Kabale,1983-03,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0052409046,0.0008822158,-0.0036164382,288.41577,1.0,0.00018589199,294.0874,294.63013,294.55566,294.26782,293.55518,0.4131317,0.40637207,0.36132812,0.41603088,83011.625,293.43604,-0.6234894,0.35820198,113.88745,-14.904129,62.31881586710612,90.74969418843588
Kabale,1983-04,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0075874515,0.0015885308,-0.0035753632,288.83203,1.0,0.00023598969,293.22925,293.8916,293.91553,293.98096,293.83252,0.43559265,0.44044495,0.4124298,0.41333008,83022.81,292.68433,-0.7365055,0.78453255,158.34573,15.04953,109.03907521565756,95.95049095153809
Kabale,1983-05,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0031692022,0.0013475195,-0.0034700483,288.2256,1.0,0.000115305185,292.96484,293.5398,293.5774,293.6836,293.81836,0.40170288,0.40950012,0.42248535,0.42559814,83034.69,292.6162,-1.044424,1.2620487,63.526108,-44.47014,111.91976420084636,82.23377545674641
Kabale,1983-06,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.002016208,0.0007454008,-0.0031094775,286.4077,1.0,0.000116214156,292.57007,293.11597,293.1809,293.37036,293.66968,0.34848022,0.3484497,0.36579895,0.41841125,83114.5,292.58936,-0.7164087,1.0143557,5.0080175,-24.48811,75.62661965688069,68.97271776199341
Kabale,1983-07,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0018643143,0.00047948956,-0.0027857358,285.3474,1.0,7.867813e-05,292.58643,293.07788,293.10742,293.21313,293.49023,0.3382721,0.3403473,0.33381653,0.4079895,83107.44,292.47583,-0.756444,0.9156866,15.096383,-0.8707094,27.87683614095052,68.45795567830403
Kabale,1983-08,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0055306074,0.0007852465,-0.002973794,286.77222,1.0,0.00014787912,292.65723,293.20337,293.2063,293.26733,293.39453,0.40400696,0.39543152,0.34947205,0.3991394,83156.06,292.11157,-0.18187618,0.59874725,74.97608,27.579292,31.69349416097005,71.8066291809082
Kabale,1983-09,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0050104707,0.0007379502,-0.0033228435,287.12085,1.0,0.00014448166,292.66895,293.24194,293.22363,293.20972,293.30737,0.4195099,0.42131042,0.40182495,0.39637756,83074.19,291.97046,-0.4639902,0.5564041,133.98082,33.166862,74.68442821502686,75.15552393595378
Kabale,1983-10,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.009834572,0.0031145588,-0.0032546008,287.88623,1.0,0.00026623905,292.05664,292.7744,292.84326,293.02612,293.23975,0.43789673,0.44857788,0.45185852,0.42384338,83037.19,291.15332,-0.19665718,0.31939888,146.45926,21.523415,118.47205352783205,73.17444483439128
Kabale,1983-11,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.007445486,0.003799595,-0.0034355326,287.45117,1.0,0.00021801889,291.96558,292.68237,292.73218,292.8601,293.08594,0.43644714,0.4433136,0.44906616,0.44725037,83111.625,291.1975,-0.2963009,0.18567657,99.91798,-23.660248,126.78601837158205,79.23975626627605
Kabale,1983-12,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005461633,0.002926845,-0.0032093422,286.93115,1.0,0.00021547079,291.20044,291.87695,291.96948,292.2732,292.84497,0.431015,0.43629456,0.42741394,0.44728088,83046.0,290.7107,0.062382698,0.072006226,88.65149,-0.66444397,111.6762415568034,93.18033488591512
Kabale,1984-01,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0034574778,0.0017750487,-0.0034730518,285.86084,1.0,0.00017620623,291.48706,292.07886,292.08447,292.167,292.5415,0.4080658,0.41607666,0.42367554,0.44033813,82932.75,291.11523,0.37544346,-0.26248837,56.704155,-11.101997,81.75787353515625,100.11496353149414
Kabale,1984-02,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0046098283,0.0012788102,-0.0037517548,286.2556,1.0,0.0001912266,292.57788,293.14355,293.04395,292.76367,292.48462,0.40620422,0.39634705,0.38468933,0.4320526,82837.94,292.07397,-0.2129898,0.0034704208,77.35082,-3.5237885,74.23548889160156,100.5107536315918
Kabale,1984-03,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0056962622,0.0014487356,-0.0034991866,287.18018,1.0,0.00015640259,292.36646,292.98315,292.98804,292.979,292.70093,0.41784668,0.42268372,0.4007721,0.42401123,82884.5,291.9419,-0.69643784,0.7858572,153.50687,24.715286,95.85394795735677,103.76509475708008
Kabale,1984-04,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0070462003,0.002377428,-0.003546914,287.94946,1.0,0.0002374649,292.25293,292.86646,292.84546,292.812,292.77246,0.4287262,0.43519592,0.4394226,0.4328766,82946.75,291.70264,-0.7740164,1.0284929,190.06435,46.768143,140.30734507242838,111.03260930379231
Kabale,1984-05,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0014669033,0.0014350042,-0.0035032993,286.25,1.0,9.775162e-05,292.49536,293.0161,293.0105,292.9546,292.84033,0.3692627,0.38008118,0.3884735,0.4342804,82967.81,292.34692,-1.1215248,1.3692083,64.29604,-43.700203,135.95575205485025,105.0956204732259
Kabale,1984-06,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,9.494036e-05,0.0006807968,-0.0021637557,283.12378,1.0,2.5331974e-06,292.79883,293.20068,293.1167,292.9944,292.8767,0.22177124,0.27394104,0.3298645,0.41975403,83096.81,292.59497,-1.2043133,1.4565153,3.8647575,-25.63137,86.07504908243816,90.96449851989746
Kabale,1984-07,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0017601246,0.00037145615,-0.0019441042,283.98828,1.0,5.733967e-05,292.76025,293.24316,293.2473,293.23413,293.0266,0.25769043,0.26174927,0.29753113,0.40544128,83040.625,292.11035,-0.87054443,1.0135498,57.122757,41.155663,41.76118596394857,91.03426551818848
Kabale,1984-08,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004558723,0.00044739246,-0.0025648726,285.91675,1.0,0.000119909644,292.8955,293.39038,293.34863,293.21118,293.06958,0.34210205,0.3206482,0.28881836,0.39390564,83081.125,292.0537,-0.5768938,0.7097359,63.46499,16.0682,41.4841677347819,88.71995989481609
Kabale,1984-09,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0069586933,0.0017505735,-0.003251681,286.6726,1.0,0.00016705692,292.01514,292.65894,292.71118,292.87695,293.08008,0.42077637,0.42401123,0.40785217,0.39205933,83001.375,291.26367,-0.39232063,0.5409069,69.06202,-31.751938,63.21658833821615,74.64581871032715
Kabale,1984-10,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.008400104,0.00229384,-0.0032011233,287.5078,1.0,0.00022287667,291.78662,292.4397,292.48682,292.64722,292.92505,0.43203735,0.4394226,0.4466095,0.4211731,83005.69,291.08423,-0.6737566,0.57697487,121.51766,-3.4181824,84.68155670166016,63.22137133280436
Kabale,1984-11,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.009006263,0.003991656,-0.0030536912,287.6731,1.0,0.0002824515,291.08936,291.8003,291.8772,292.13135,292.6631,0.43458557,0.44348145,0.45307922,0.445755,82998.19,290.29932,-0.19159222,0.2730236,113.64488,-9.933342,101.40818786621094,71.44617780049641
Kabale,1984-12,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.006649801,0.0046490356,-0.0033634035,287.18848,1.0,0.0002670437,291.35278,292.04053,292.0774,292.19043,292.4392,0.42964172,0.43371582,0.43962097,0.45681763,82909.625,290.63696,-0.23336792,0.055324554,70.566376,-18.749557,101.9096399943034,82.56311416625977
Kabale,1985-01,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004561437,0.002215553,-0.003453943,286.85205,1.0,0.00016383827,292.15283,292.7046,292.6443,292.48657,292.36816,0.38781738,0.38427734,0.36849976,0.4427185,82895.375,291.60986,-0.5591841,0.23136711,31.607018,-36.199135,71.93942515055339,78.31049092610677
Kabale,1985-02,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0032413383,0.0012018457,-0.003262464,286.3269,1.0,0.00012345612,292.25415,292.74487,292.6831,292.52417,292.41943,0.3869934,0.39494324,0.39953613,0.43095398,82919.625,291.67676,0.7495718,-0.21190071,88.30553,7.430916,63.49297332763672,82.45058059692383
Kabale,1985-03,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.006347147,0.0015156418,-0.003250366,287.53687,1.0,0.00018961728,292.29468,292.90088,292.91968,292.91382,292.58447,0.41378784,0.4181366,0.39439392,0.4234619,82893.69,291.7815,-0.5806608,0.5121927,119.48684,-9.304741,79.79979451497395,90.85471725463869
Kabale,1985-04,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.011028887,0.005926773,-0.0031025712,288.4485,1.0,0.00031796098,291.66333,292.2954,292.29883,292.38843,292.61768,0.43830872,0.44717407,0.45654297,0.45065308,82961.0,290.80957,-0.31136322,0.42033958,212.4674,69.1712,140.0865910847982,106.01300811767578
Kabale,1985-05,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004334355,0.0037114173,-0.0031635212,287.66235,1.0,0.00020284951,291.61182,292.18262,292.2102,292.3047,292.49,0.41648865,0.42092896,0.41281128,0.45350647,83022.19,291.13354,-0.84422684,1.0917969,79.64066,-28.355583,137.19830322265625,100.34563827514648
Kabale,1985-06,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.002989863,0.0015312135,-0.0030380962,285.7815,1.0,0.00014223158,291.19556,291.77515,291.87695,292.13574,292.38745,0.3895874,0.38809204,0.36531067,0.43804932,83178.0,291.13672,-0.53903866,0.9114895,31.413572,1.9174442,107.84054756164552,93.82017103830974
Kabale,1985-07,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0022176402,0.00092191994,-0.0028080689,284.13428,1.0,6.876886e-05,291.02026,291.5078,291.5227,291.6433,292.11597,0.353302,0.357193,0.34451294,0.42434692,83118.69,290.95605,-0.7372818,1.0097351,9.713839,-6.253254,40.25602467854818,90.17130788167316
Kabale,1985-08,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0006592423,0.00045278668,-0.0023301505,283.8921,1.0,2.899766e-05,292.24048,292.60962,292.49902,292.21655,292.02002,0.27790833,0.30119324,0.32278442,0.4121399,83099.625,291.739,-1.0093851,1.0371332,0.10123083,-47.29556,13.74288057287534,75.4705918977658
Kabale,1985-09,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.007506675,0.0012040734,-0.003013702,286.99,1.0,0.00020234287,291.70557,292.33057,292.34717,292.37256,292.18115,0.40992737,0.3983307,0.3425598,0.40231323,83006.125,290.8777,-0.5297899,0.64494324,118.964806,18.150848,42.926625003417335,75.38358628253143
Kabale,1985-10,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0056861346,0.0010027662,-0.003101415,287.33984,1.0,0.00020232797,291.62183,292.19702,292.2002,292.20532,292.21558,0.4275055,0.43154907,0.4164276,0.4021454,82979.375,290.93457,-0.67844963,0.6702757,194.64604,69.7102,104.57069276769955,72.41335872312386
Kabale,1985-11,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.008601981,0.0034691691,-0.003095705,287.53687,1.0,0.00021924078,291.31616,291.92285,291.93823,292.02026,292.1631,0.43167114,0.4383545,0.44795227,0.4308777,82995.56,290.65186,-0.46305084,0.44528866,135.54594,11.96772,149.71893056233725,81.73090556760629
