city,date,rainfall_mm,rainfall_monthly_anomaly,rainfall_3month_avg,rainfall_6month_avg
Kabale,1991-11,93.40725,-30.170975,114.64506276448567,74.73952992757161
Kabale,1991-12,92.85297,3.537033,108.96260325113933,79.5255241394043
Kabale,1992-01,30.538925,-37.267227,72.2663803100586,79.56886005401611
Kabale,1992-02,62.492775,-18.381836,61.96155548095703,88.30330912272136
Kabale,1992-03,125.585464,-3.2061157,72.8723882039388,90.91749572753906
Kabale,1992-04,74.877655,-68.41855,87.65196482340495,79.95917256673177
Kabale,1992-05,55.6672,-52.32905,85.37677256266277,73.66916402180989
Kabale,1992-06,51.425434,21.929306,60.65676244099935,66.76457532246907
Kabale,1992-07,1.5571461,-14.409946,36.21659278869629,61.93427880605062
Kabale,1992-08,4.6052437,-42.791546,19.19594128926595,52.286356925964355
Kabale,1992-09,106.85484,6.040886,37.67241096496582,49.16458670298258
Kabale,1992-10,134.97363,10.037788,82.14457321166992,59.180583000183105
Kabale,1992-11,60.834583,-62.74364,100.88768641153972,60.04181385040283
Kabale,1992-12,114.39019,25.074257,103.39946873982747,70.53593985239665
Kabale,1993-01,76.32694,8.52079,83.85057195027669,82.99757258097331
Kabale,1993-02,53.701424,-27.173187,81.4728520711263,91.18026924133301
Kabale,1993-03,103.918564,-24.873016,77.98230997721355,90.69088935852051
Kabale,1993-04,70.077736,-73.21847,75.8992411295573,79.87490653991699
Kabale,1993-05,136.77786,28.781616,103.59138743082683,92.53211975097656
Kabale,1993-06,23.79211,-5.7040176,76.88256963094075,77.43243980407715
Kabale,1993-07,0.013884638,-15.953208,53.52795254345983,64.71359683650856
Kabale,1993-08,38.648773,-8.748016,20.818256091636915,62.20482176123187
Kabale,1993-09,46.59307,-54.220886,28.41857627189408,52.650572951417416
Kabale,1993-10,69.12088,-55.814964,51.45424143473307,52.491096989096455
Kabale,1993-11,91.5794,-31.998825,69.09778340657552,44.95801974910622
Kabale,1993-12,42.869133,-46.4468,67.85647074381511,48.13752350785459
Kabale,1994-01,69.47034,1.6641846,67.97295633951823,59.71359888712565
Kabale,1994-02,57.254467,-23.620144,56.53131230672201,62.814547856648765
Kabale,1994-03,76.622406,-52.169174,67.78240331013997,67.81943702697754
Kabale,1994-04,107.34741,-35.94879,80.40809504191081,74.19052569071452
Kabale,1994-05,155.16534,47.169098,113.04505411783855,84.78818321228027
Kabale,1994-06,8.385543,-21.110584,90.29943307240804,79.040918191274
Kabale,1994-07,13.758679,-2.2084131,59.103188832600914,69.75564193725586
Kabale,1994-08,50.128033,2.7312431,24.09075164794922,68.56790288289388
Kabale,1994-09,115.60621,14.792252,59.830973625183105,75.06520334879558
Kabale,1994-10,116.51041,-8.425438,94.08154932657878,76.59236907958984
Kabale,1994-11,127.19634,3.6181183,119.77098592122395,71.9308687845866
Kabale,1994-12,92.01936,2.7034302,111.90870412190755,85.86983887354533
Kabale,1995-01,59.960632,-7.84552,93.05877939860027,93.57016436258952
Kabale,1995-02,75.1734,-5.70121,75.71779886881511,97.74439239501953
Kabale,1995-03,124.36893,-4.422653,86.50098673502605,99.2048454284668
Kabale,1995-04,159.64148,16.345276,119.72793579101562,106.39335759480794
Kabale,1995-05,124.95465,16.958405,136.32168579101562,106.01974232991536
Kabale,1995-06,87.27787,57.781742,123.95800018310547,105.22949345906575
Kabale,1995-07,0.0,-15.9670925,70.74417368570964,95.23605473836263
Kabale,1995-08,0.0,-47.39679,29.092623392740887,82.70715459187825
Kabale,1995-09,108.06153,7.247574,36.02051035563151,79.98925526936848
Kabale,1995-10,159.19528,34.259438,89.08560434977214,79.91488901774089
Kabale,1995-11,126.9862,3.4079742,131.41433715820312,80.253480275472
Kabale,1995-12,130.64032,41.324387,138.9406000773112,87.48055521647136
Kabale,1996-01,76.649734,8.843582,111.42541758219402,100.25551096598308
Kabale,1996-02,69.35632,-11.518288,92.21545918782552,111.81489817301433
Kabale,1996-03,133.83315,5.041565,93.2797342936198,116.1101671854655
Kabale,1996-04,104.24687,-39.04933,102.47878011067708,106.95209884643555
Kabale,1996-05,45.44606,-62.550186,94.50869242350261,93.36207580566406
Kabale,1996-06,56.68363,27.187504,68.7921880086263,81.03596115112305
Kabale,1996-07,44.662434,28.695341,48.93070856730143,75.70474433898926
Kabale,1996-08,117.68042,70.28363,73.0088284810384,83.75876045227051
Kabale,1996-09,136.06992,35.25596,99.47092310587566,84.13155555725098
Kabale,1996-10,98.40517,-26.530678,117.38516743977864,83.15793800354004
Kabale,1996-11,139.13606,15.557838,124.53704833984375,98.77293841044109
Kabale,1996-12,82.800125,-6.515808,106.78045145670573,103.1256872812907
Kabale,1997-01,107.33635,39.530197,109.75751241048177,113.5713399251302
Kabale,1997-02,8.222082,-72.65253,66.11951891581218,95.32828362782796
Kabale,1997-03,150.14474,21.353165,88.56772549947102,97.67408847808838
Kabale,1997-04,216.59958,73.303375,124.98880195617676,117.37315718332927
Kabale,1997-05,124.26779,16.271545,163.67070515950522,114.89511203765869
Kabale,1997-06,40.55028,11.054153,127.13921737670898,107.85347143809001
Kabale,1997-07,13.263653,-2.7034397,59.360575358072914,92.17468865712483
Kabale,1997-08,31.948376,-15.448414,28.58743667602539,96.1290709177653
Kabale,1997-09,41.8873,-58.92666,29.033109029134113,78.08616320292155
Kabale,1997-10,137.99559,13.059746,70.61042149861653,64.98549842834473
Kabale,1997-11,220.58762,97.00939,133.49016825358072,81.03880246480306
Kabale,1997-12,156.0857,66.76976,171.5562998453776,100.29470443725586
Kabale,1998-01,126.060776,58.254623,167.5780283610026,119.09422492980957
Kabale,1998-02,122.89221,42.0176,135.0128936767578,134.25153096516928
Kabale,1998-03,139.867,11.075424,129.6066640218099,150.58148193359375
Kabale,1998-04,79.79404,-63.502167,114.18441772460938,140.881223042806
Kabale,1998-05,190.00577,82.00952,136.55560302734375,135.78424835205078
Kabale,1998-06,64.49632,35.000195,111.43204243977864,120.51935323079427
Kabale,1998-07,13.640231,-2.3268614,89.38077386220296,101.78259579340617
Kabale,1998-08,54.887314,7.4905243,44.34128920237223,90.44844611485799
Kabale,1998-09,79.46896,-21.344994,49.33216953277588,80.38210598627727
Kabale,1998-10,170.9596,46.02375,101.77195739746094,95.57636562983195
Kabale,1998-11,246.32468,122.74645,165.58441162109375,104.96285041173299
Kabale,1998-12,41.680004,-47.63593,152.98809178670248,101.16013065973918
Kabale,1999-01,73.43982,5.633667,120.48149998982747,111.12672869364421
Kabale,1999-02,21.668036,-59.206573,45.5959529876709,105.59018230438232
Kabale,1999-03,202.62921,73.83763,99.24568875630696,126.11689027150472
Kabale,1999-04,93.005356,-50.290848,105.76753425598145,113.12451712290446
Kabale,1999-05,81.62844,-26.367805,125.75433603922527,85.67514451344807
Kabale,1999-06,60.249138,30.75301,78.2943115234375,88.77000013987224
Kabale,1999-07,0.0,-15.9670925,47.29252624511719,76.53003025054932
Kabale,1999-08,95.79671,48.399918,52.015281677246094,88.88480885823567
Kabale,1999-09,87.271286,-13.542671,61.022664388020836,69.65848795572917
Kabale,1999-10,107.02022,-17.915627,96.69607035319011,71.99429829915364
Kabale,1999-11,108.74805,-14.830177,101.01318359375,76.51423263549805
Kabale,1999-12,58.7023,-30.613632,91.49018859863281,76.25642649332683
Kabale,2000-01,56.936157,-10.869995,74.79550170898438,85.74578603108723
Kabale,2000-02,62.47673,-18.39788,59.3717295328776,80.1924565633138
Kabale,2000-03,106.600296,-22.191284,75.33772786458333,83.41395823160808
Kabale,2000-04,120.23622,-23.059982,96.43774922688802,85.6166254679362
Kabale,2000-05,76.520584,-31.475662,101.11903381347656,80.24538167317708
Kabale,2000-06,5.87394,-23.622189,67.54358180363973,71.44065483411153
Kabale,2000-07,17.025806,1.0587139,33.14011017481486,64.78892970085144
Kabale,2000-08,24.966774,-22.430016,15.955506801605225,58.537270307540894
Kabale,2000-09,34.67766,-66.13629,25.556747436523438,46.55016462008158
Kabale,2000-10,176.522,51.58616,78.72214635213216,55.93112826347351
Kabale,2000-11,179.10742,55.529198,130.10236231486002,73.02893455823262
Kabale,2000-12,64.78579,-24.530144,140.1384048461914,82.84757614135742
Kabale,2001-01,78.45031,10.644157,107.44784037272136,93.08499336242676
Kabale,2001-02,37.381557,-43.493053,60.205885569254555,95.1541239420573
Kabale,2001-03,123.25643,-5.5351486,79.69609959920247,109.91725222269694
Kabale,2001-04,138.22136,-5.0748444,99.61978276570638,103.53381156921387
Kabale,2001-05,67.30318,-40.69307,109.59365590413411,84.89977073669434
Kabale,2001-06,16.111872,-13.384256,73.87880261739095,76.78745110829671
Kabale,2001-07,56.75099,40.783897,46.72201347351074,73.17089811960857
Kabale,2001-08,56.87481,9.47802,43.24589093526205,76.41977341969807
Kabale,2001-09,136.67706,35.863106,83.43428802490234,78.65654532114665
Kabale,2001-10,202.53807,77.60223,132.0299809773763,89.37599722544353
Kabale,2001-11,163.6195,40.041283,167.6115468343099,105.42871888478597
Kabale,2001-12,91.942276,2.6263428,152.699951171875,118.06711959838867
Kabale,2002-01,172.6405,104.83435,142.73409525553384,137.38203811645508
Kabale,2002-02,86.940735,6.066124,117.17450459798177,142.39302571614584
Kabale,2002-03,74.269905,-54.521675,111.2837142944336,131.9918327331543
Kabale,2002-04,113.33736,-29.958847,91.51599884033203,117.12504704793294
Kabale,2002-05,197.06494,89.068695,128.22406768798828,122.69928614298503
Kabale,2002-06,2.7301278,-26.766,104.37747526168823,107.83059477806091
Kabale,2002-07,9.358109,-6.608983,69.71772623062134,80.61686253547668
Kabale,2002-08,34.489902,-12.906887,15.526046593983969,71.87505714098613
Kabale,2002-09,64.528946,-36.28501,36.12565263112386,70.25156394640605
Kabale,2002-10,148.74841,23.812569,82.58908716837566,76.15340669949849
Kabale,2002-11,91.72752,-31.8507,101.66829427083333,58.59717043240865
Kabale,2002-12,101.670654,12.354721,114.04886372884114,75.0872581799825
Kabale,2003-01,62.33693,-5.469223,85.24503580729167,83.91706148783366
Kabale,2003-02,52.94475,-27.92986,72.317445119222,86.99286969502766
Kabale,2003-03,77.62157,-51.170013,64.30108261108398,89.17497316996257
Kabale,2003-04,148.57172,5.2755127,93.04601160685222,89.14552370707194
Kabale,2003-05,139.07816,31.08191,121.75714619954427,97.03729565938313
Kabale,2003-06,36.948837,7.452709,108.19956970214844,86.25032615661621
Kabale,2003-07,8.419082,-7.548011,61.482024828592934,77.26401821772258
Kabale,2003-08,61.804802,14.408012,35.72424030303955,78.74069325129192
Kabale,2003-09,128.63425,27.82029,66.28604348500569,87.24280659357707
Kabale,2003-10,112.83983,-12.096016,101.09295908610027,81.2874919573466
Kabale,2003-11,119.75795,-3.8202744,120.41067504882812,78.06745767593384
Kabale,2003-12,57.807266,-31.508667,96.80168151855469,81.5438625017802
Kabale,2004-01,95.51819,27.712036,91.02780151367188,96.06038029988606
Kabale,2004-02,108.84104,27.96643,87.38883209228516,103.89975357055664
Kabale,2004-03,140.5328,11.741226,114.9640121459961,105.88284683227539
Kabale,2004-04,154.7573,11.46109,134.71038055419922,112.86909103393555
Kabale,2004-05,122.44725,14.451004,139.24578348795572,113.31730779012044
Kabale,2004-06,0.9283598,-28.567768,92.71096795797348,103.83749005198479
Kabale,2004-07,17.075201,1.1081085,46.81693706909815,90.76365881164868
Kabale,2004-08,41.528397,-5.868393,19.843985815842945,79.54488465189934
Kabale,2004-09,112.66899,11.855034,57.0908629099528,74.90091543396314
Kabale,2004-10,78.98972,-45.94612,77.72903696695964,62.27298701802889
Kabale,2004-11,74.99158,-48.586647,88.88343048095703,54.363708148399986
Kabale,2004-12,93.4931,4.17717,82.49146779378255,69.79116535186768
Kabale,2005-01,71.61874,3.812584,80.0344721476237,78.88175455729167
Kabale,2005-02,68.35263,-12.52198,77.82148996988933,83.35246022542317
Kabale,2005-03,156.47787,27.686295,98.81641387939453,90.65394083658855
Kabale,2005-04,132.99365,-10.302551,119.27471923828125,99.65459569295247
Kabale,2005-05,96.54645,-11.449799,128.67265828450522,103.24707412719727
Kabale,2005-06,24.662552,-4.833576,84.73421732584636,91.77531560262044
Kabale,2005-07,1.0620071,-14.905086,40.75700223445892,80.01586073637009
Kabale,2005-08,63.16536,15.76857,29.62997281551361,79.15131555000941
Kabale,2005-09,75.50929,-25.304665,46.57888638973236,65.65655185778935
Kabale,2005-10,92.9908,-31.945045,77.22181701660156,58.98940962553024
Kabale,2005-11,54.537254,-69.04097,74.34578196207683,51.98787738879522
Kabale,2005-12,36.998768,-52.317165,61.50894037882487,54.04391338427862
Kabale,2006-01,69.5979,1.791748,53.711307525634766,65.46656227111816
Kabale,2006-02,95.4124,14.537788,67.33635584513347,70.84106890360515
Kabale,2006-03,125.276276,-3.5153046,96.76219177246094,79.1355660756429
Kabale,2006-04,164.01004,20.713837,128.23290506998697,90.97210629781087
Kabale,2006-05,188.00963,80.01338,159.09864807128906,113.21750195821126
Kabale,2006-06,5.781963,-23.714165,119.26721048355103,108.01470112800598
Kabale,2006-07,37.336452,21.36936,77.0426812171936,102.63779314359029
Kabale,2006-08,90.204346,42.807556,44.44092035293579,101.76978421211243
Kabale,2006-09,68.215904,-32.598053,65.2522341410319,92.25972231229146
Kabale,2006-10,67.68223,-57.253616,75.36749267578125,76.20508694648743
Kabale,2006-11,153.9996,30.42138,96.63257853190105,70.53674944241841
Kabale,2006-12,129.64603,40.330093,117.10928599039714,91.18076006571452
Kabale,2007-01,62.032204,-5.7739487,115.22594451904297,95.29671859741211
Kabale,2007-02,136.06456,55.18995,109.24759674072266,102.94008763631184
Kabale,2007-03,71.975365,-56.816216,90.02404276529948,103.56666437784831
Kabale,2007-04,104.93054,-38.36566,104.32348887125652,109.77471669514973
Kabale,2007-05,111.533875,3.5376282,96.14659372965495,102.6970952351888
Kabale,2007-06,54.43011,24.933983,90.29817581176758,90.16110928853352
Kabale,2007-07,53.556755,37.58966,73.17358016967773,88.74853452046712
Kabale,2007-08,36.57074,-10.82605,48.18586858113607,72.16623115539551
Kabale,2007-09,111.282074,10.468117,67.1365229288737,78.71734937032063
Kabale,2007-10,76.67506,-48.260788,74.84262339274089,74.0081017812093
Kabale,2007-11,106.35836,-17.219864,98.10516357421875,73.14551607767741
Kabale,2007-12,50.408836,-38.907097,77.81408437093098,72.47530364990234
Kabale,2008-01,79.3538,11.547646,78.70699818929036,76.77481079101562
Kabale,2008-02,73.98958,-6.8850327,67.91740417480469,83.01128387451172
Kabale,2008-03,164.90512,36.11354,106.08283233642578,91.94845835367839
Kabale,2008-04,82.485916,-60.810287,107.12687174479167,92.91693496704102
Kabale,2008-05,82.7093,-25.28695,110.03344472249348,88.9754244486491
Kabale,2008-06,72.41254,42.91641,79.20258331298828,92.64270782470703
Kabale,2008-07,10.517947,-5.4491453,55.213260332743324,81.1700660387675
Kabale,2008-08,48.359783,0.9629936,43.76342233022054,76.89843352635701
Kabale,2008-09,81.08774,-19.72622,46.65515613555908,62.92886972427368
Kabale,2008-10,100.66745,-24.268394,76.70499038696289,65.9591253598531
Kabale,2008-11,74.044464,-49.53376,85.2665506998698,64.51498651504517
Kabale,2008-12,72.74199,-16.573944,82.48463439941406,64.56989526748657
Kabale,2009-01,44.239147,-23.567005,63.67520014444987,70.19009526570638
Kabale,2009-02,77.18511,-3.689499,64.7220827738444,74.9943167368571
Kabale,2009-03,100.61491,-28.176674,74.01305516560872,78.2488447825114
Kabale,2009-04,74.33559,-68.96062,84.04520161946614,73.86020088195801
Kabale,2009-05,64.85761,-43.138634,79.93603515625,72.3290589650472
Kabale,2009-06,24.366734,-5.1293945,54.51997756958008,64.2665163675944
Kabale,2009-07,0.0,-15.9670925,29.741448720296223,56.89332516988119
Kabale,2009-08,46.739826,-0.65696335,23.702186584472656,51.81911087036133
Kabale,2009-09,89.9192,-10.89476,45.55300776163737,50.036492665608726
Kabale,2009-10,90.295395,-34.64045,75.65147272745769,52.69646072387695
Kabale,2009-11,125.2993,1.721077,101.8379643758138,62.77007548014323
Kabale,2009-12,93.65105,4.3351135,103.08191426595052,74.31746101379395
Kabale,2010-01,91.4148,23.60865,103.45505015055339,89.55326143900554
Kabale,2010-02,209.61827,128.74365,131.56137339274088,116.69966888427734
Kabale,2010-03,198.68394,69.892365,166.5723393758138,134.82712682088217
Kabale,2010-04,102.70354,-40.592667,170.3352508544922,136.8951505025228
Kabale,2010-05,129.60434,21.608093,143.6639404296875,137.6126569112142
Kabale,2010-06,36.586544,7.090416,89.63147354125977,128.10190645853677
Kabale,2010-07,4.1442933,-11.8228,56.77839231491089,113.55682158470154
Kabale,2010-08,13.58781,-33.80898,18.106215635935467,80.88507803281148
Kabale,2010-09,91.85829,-8.955666,36.53013149897257,63.08080252011617
Kabale,2010-10,168.9496,44.013756,91.46523380279541,74.12181305885315
Kabale,2010-11,116.72151,-6.8567123,125.84313456217448,71.97467509905498
Kabale,2010-12,140.36824,51.052307,142.01311747233072,89.27162448565166
Kabale,2011-01,53.011757,-14.794395,103.36716969807942,97.41620175043742
Kabale,2011-02,97.10887,16.23426,96.82962290445964,111.33637873331706
Kabale,2011-03,127.02662,-1.7649612,92.38241577148438,117.19776662190755
Kabale,2011-04,136.73428,-6.56192,120.28992462158203,111.82854715983073
Kabale,2011-05,110.33346,2.3372116,124.6981201171875,110.76387151082356
Kabale,2011-06,51.85153,22.3554,99.63975652058919,96.01108614603679
Kabale,2011-07,22.93866,6.971567,61.707881927490234,90.99890327453613
Kabale,2011-08,113.37172,65.97493,62.720635732014976,93.70937792460124
Kabale,2011-09,145.29138,44.477425,93.86725362141927,96.75350507100423
Kabale,2011-10,119.60663,-5.329216,126.08990987141927,93.89889589945476
Kabale,2011-11,127.294266,3.7160416,130.7307586669922,96.72569719950359
Kabale,2011-12,61.835884,-27.48005,102.91225941975911,98.38975652058919
Kabale,2012-01,40.392517,-27.413635,76.50755564371745,101.29873275756836
Kabale,2012-02,99.673134,18.798523,67.30051167805989,99.01563517252605
Kabale,2012-03,99.10035,-29.69123,79.72200012207031,91.31712977091472
Kabale,2012-04,182.71933,39.423126,127.16427103678386,101.83591334025066
Kabale,2012-05,165.98422,57.987976,149.2679672241211,108.2842394510905
Kabale,2012-06,49.615467,20.119339,132.77300643920898,106.24750328063965
Kabale,2012-07,8.001692,-7.9654007,74.53379376729329,100.84903240203857
Kabale,2012-08,61.598396,14.201607,39.738518397013344,94.50324281056722
