date,city,geopotential_height,high_vegetation_cover,high_vegetation_type,lake_cover,land_sea_mask,low_vegetation_cover,low_vegetation_type,soil_type,target_latitude,target_longitude,grid_latitude,grid_longitude,total_precipitation,runoff,evaporation,dewpoint_temperature_2m,experiment_version,skin_reservoir_content,skin_temperature,soil_temperature_level1,soil_temperature_level2,soil_temperature_level3,soil_temperature_level4,soil_volume_water_content_level1,soil_volume_water_content_level2,soil_volume_water_content_level3,soil_volume_water_content_level4,surface_pressure,temperature_2m,u_component_wind_10m,v_component_wind_10m,rainfall_mm,rainfall_monthly_anomaly,rainfall_3month_avg,rainfall_6month_avg,monsoon_intensity,climate_change,siltation,agricultural_practices,landslide_risks
2026-05-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0052449483355599055,0.0018733493392395044,-0.003087706457630303,287.74316091046927,1.0,0.00018607491673714818,293.0446732079449,293.6239252961008,293.6273896726789,293.65053866803834,293.6065869866713,0.40796980951092277,0.41043163023106616,0.4025179151891394,0.4225259070350109,82931.33560281301,292.5434359579135,-0.5844989196034096,0.6159026739853318,115.05133554836522,-0.066588842080056,104.47210720047724,99.17143579327082,5.316993438570734,5.482615953692343,1.8418169234034354,5.648037067162121,1.8168633108052379
2026-06-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0045580113267458,0.001943001571839501,-0.002977356561565023,287.27266091850123,1.0,0.00016628528843721052,292.84164873686365,293.4046846887915,293.418966309116,293.49433218275834,293.58277125544777,0.3923914088141858,0.3981085338575461,0.39975150952325395,0.42522635096979516,82973.62816880079,292.46816526962124,-0.6276464629341122,0.7575234703718544,92.09884506382294,0.016239360508999153,105.30481499987775,97.04414771021209,4.276103544740859,4.364315807977988,1.7487020367491972,5.36510091335091,1.7423872629311141
2026-07-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0032526904378023525,0.001540230610508255,-0.002793004006467433,286.2894967179022,1.0,0.00012832705025472407,292.8658949129596,293.38689741406074,293.3839289769301,293.4196350950156,293.5102177412718,0.36313722336942594,0.37046031868257695,0.38005678045051683,0.4239059615198604,83007.89333048112,292.56971239106196,-0.6158338717811668,0.7843385677794208,62.52361005081574,0.09623166300837221,90.36149430659457,92.30803643355513,2.9047020660950724,3.075733645595131,1.0321212108979883,4.604555558010618,1.0210455819489743
2026-08-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0029309144192552865,0.001040031233010314,-0.002647294715353247,285.7460068607593,1.0,0.00011345130921700632,293.0308754527869,293.5274148980593,293.5057663758683,293.48173551029726,293.4726207888701,0.34920827927222065,0.35370177536377767,0.3575572322299107,0.4170678822912112,83012.86317349935,292.669183676777,-0.5552756523437908,0.6964131248969179,47.91699970364075,0.04660585824364122,67.9013666946146,86.85642360740171,2.1492466165256396,2.3617260438586225,0.5079405592315603,4.020575025390061,0.4995190692006462
2026-09-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0035814838690145325,0.0009180216312653003,-0.0026658316589890513,286.01644605982204,1.0,0.0001260490474349128,293.16662317789155,293.67775494826446,293.6476085851053,293.5840617206593,293.49210961214186,0.36090576846124206,0.3612244670372773,0.35437503972355816,0.4107708109724166,82991.69051771601,292.63829683770035,-0.5362071145435358,0.5929385167756843,64.69658869182275,-0.18491184329662733,58.14457249215554,82.42295948392211,2.8903326881478626,2.8097802231676763,0.5734237710265376,4.141404621936085,0.5564551617252962
2026-10-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004829207896605608,0.0011925872874254874,-0.0028095783609173772,286.7888073785267,1.0,0.00015552501949779395,293.0893030613385,293.6435953063281,293.6376522420981,293.62013506867726,293.543490445156,0.3891844884473737,0.3872467492716243,0.36956875102113407,0.4082979799883349,82956.7367335969,292.4599175257157,-0.495181805752176,0.47765122128176635,90.1794867121202,-0.3787956206445218,67.10055302509745,79.28683247265924,4.085410714919093,3.6792903728748976,1.0960392081369716,4.811357804261768,1.0807055659594187
2026-11-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005602947970230469,0.0015869408834874319,-0.0029228232787695354,287.32872249949145,1.0,0.00018083885600036708,292.8325203592306,293.42979358569966,293.44868054461386,293.4994831466307,293.5461607256829,0.4088706967078852,0.40970373975852187,0.3945572403672821,0.41224985689106947,82926.88242391597,292.19534315060474,-0.4545791325823929,0.38254156191467076,108.30208309481975,-0.44005837036265255,87.27437937984689,77.9598400469861,4.898933701410321,4.352356549463212,1.6449267046904144,5.533659491662018,1.6289703215682014
2026-12-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.00554673884523342,0.0018609438802486902,-0.0029781611715393908,287.47889491081975,1.0,0.0001955536189409982,292.63682703418505,293.2488255094036,293.26936865962267,293.34344745246403,293.4817727700543,0.416325903603256,0.41890159538075755,0.4108727130633127,0.4199000945611844,82913.89239206414,292.0538432240801,-0.3892698283398868,0.27363562850152595,105.26425848042474,-0.2401279987519388,101.26329546067706,80.21672202851444,4.8067921232342306,4.147613407835585,1.8383277735369663,5.917961179166482,1.8401140167210752
2027-01-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0047899594407715814,0.0017741711013321531,-0.003026063490840038,287.3618912188177,1.0,0.00018950373780313764,292.65951503578225,293.24799885244204,293.2517394711304,293.2800410482733,293.39559828215766,0.41253586952432,0.4153139006054882,0.4112901596991523,0.42566553327381573,82910.36043592349,292.13360621664407,-0.29934838457092394,0.16641669653441513,91.95125615826305,-0.15429406412758478,102.01590942701877,85.06014910431492,4.202000511279157,3.2241949826362766,1.4963123253912343,5.896354634734569,1.4980927449467607
2027-02-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004022928101298853,0.0014697046876046395,-0.0030755899910497662,287.1410780135553,1.0,0.00017197491488863512,292.96701690658966,293.5146087532021,293.4842425529882,293.4146526871054,293.3664857042657,0.4020805309506678,0.4034914448014065,0.3988624618370748,0.4259508530238328,82906.1862989599,292.4734003468,-0.24948786151432792,0.11141411258182783,82.09570018115252,0.03563921301792702,93.37459473073703,90.76456867674682,3.7608583490538217,2.7098241447355007,0.9932173483411021,5.549631832875817,1.0052204616845692
2027-03-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004082177364181709,0.0012514858041124304,-0.0031064157682202313,287.1539837384721,1.0,0.00016457710893131788,293.2186237363989,293.7541314452835,293.7209784336444,293.61531126478326,293.4341168697963,0.39794475938300583,0.3988381321599826,0.3888130702984898,0.42186069327371717,82898.05642060732,292.711887057537,-0.29163952273364097,0.1770751016725317,91.39974260834852,-0.10191437055948793,87.9188345065711,95.1345533181127,4.090002793323621,3.5988280541092266,0.8148720098237977,5.330633398869846,0.7926811670395443
2027-04-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004836494187312781,0.0014559798710648251,-0.0030911359919625126,287.45339928900756,1.0,0.00017863003872782023,293.2493743107564,293.8091859069564,293.7885375370742,293.71484892554673,293.5395883620666,0.40206110351488983,0.40349306369978927,0.3919048757137206,0.41998985457792953,82897.22421708,292.7128008022344,-0.43326339454784035,0.374238849180386,108.53997010279727,-0.16551417717193764,92.63673679262085,98.08203175709765,4.836752029937684,4.974834585532187,1.3521674447474303,5.436669539093001,1.3297683903151147
2027-05-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005176572935702885,0.0018305765884651399,-0.003064863791289365,287.69715756917515,1.0,0.00018618080817986102,293.032965333855,293.61407491603796,293.6200576225779,293.6360577833436,293.602390984411,0.40755657522158906,0.4104317574201068,0.4017545629222083,0.4223195055337272,82919.86042166028,292.52869403492946,-0.5857950405581591,0.6171751134803606,115.27255884670264,-0.3538258756833961,103.79085873667377,99.1352145812188,5.353263129505752,5.535888983855259,1.805810025367479,5.661175636930736,1.7544645716096465
2027-06-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004648982146650855,0.0019359201970029858,-0.002961560742254239,287.3268614027822,1.0,0.00016764361400230699,292.84237390226014,293.41261152357805,293.4272976600153,293.4891289953226,293.58116510618396,0.3951471720622539,0.39987848561039524,0.399706371387685,0.42532692396087995,82956.2130434088,292.4627844825316,-0.6042687128039864,0.7450259103651606,92.39183215479915,-0.062067238562986904,105.74987748854578,97.08825911593452,4.417174474195566,4.390518232087771,1.7551132799739142,5.395207178589103,1.7650863266873185
2027-07-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.003330292050374866,0.0015420964752710712,-0.002785191497282985,286.3413482773606,1.0,0.0001289692533816338,292.8720642294821,293.39519860327437,293.3917223533784,293.4179000249365,293.513053768411,0.36579707228630626,0.3728334856485727,0.3818712750407718,0.42423588296656073,82991.63304412522,292.5692142338468,-0.6083681552654299,0.776801459019052,62.59894628503929,0.07246323783732098,91.73932093851504,92.42958782477031,2.9916586471670747,3.0687471750879105,1.046531121472146,4.630871447194607,1.037027395783033
2027-08-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.002962734271145275,0.00107493303508599,-0.002630443126332895,285.7506615639736,1.0,0.00011319776413211088,293.04573906412793,293.54562381290845,293.52157325174204,293.4893833513424,293.4790143182607,0.3498356338605957,0.3540211619089761,0.35945905825952834,0.4179320942346278,82998.38751766481,292.6754566015411,-0.5513219982693798,0.6885433528924932,47.84186491203437,0.000942691033783564,68.24413935086558,86.91690542940245,2.0538561262257264,2.35763003815861,0.5445673168994466,4.023578040135569,0.5571653549397236
2027-09-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.003427864107271255,0.0008984696934424561,-0.002640225200496077,285.9706099025934,1.0,0.00012451410082991196,293.1688485717502,293.68078063998183,293.65524454627,293.59045905974284,293.50083358201346,0.35959941534419865,0.3604890149414716,0.3543503712530845,0.4115573124858248,82979.93364596943,292.6385221984228,-0.5605736522589501,0.6030908504177013,64.48444695230933,-0.2375687853548022,57.2518929976616,82.51869977405063,2.7636898878213203,2.835771817129261,0.5708126620282902,4.1390190173774455,0.5294499121291971
2027-10-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004780920561893523,0.0011855860396683664,-0.0027741735602466494,286.7671883224256,1.0,0.00015556503446517201,293.0821651589851,293.6380813999113,293.6363413510059,293.62349746715745,293.547754556804,0.38884131817322537,0.3865967949807884,0.36818334948291115,0.4084537471380502,82941.710428173,292.44415724418883,-0.49714642161050254,0.47412189872432214,90.40118342933754,-0.31773973337346234,65.65118557827027,79.42399398922599,4.0416721719749376,3.7007215069969397,1.1011917853308553,4.822153625447888,1.0822072067337531
2027-11-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005569567701061322,0.0015553738186700396,-0.0028983491898860064,287.337152431338,1.0,0.00018151391964259657,292.8220853241152,293.4167370085085,293.4432136866596,293.49638091211756,293.54523625435155,0.40990595675905017,0.4103732842834815,0.3932776951246937,0.4118716453156857,82912.31975005312,292.18524166635393,-0.45297412194909475,0.37274889171675435,108.08172817416386,-0.41895165097018233,86.88577240282781,78.27576959743436,4.9153727256832545,4.376511418153595,1.62788212781925,5.551940730692937,1.5803030200265937
2027-12-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005616245086186108,0.0018619247598164821,-0.00295722874828786,287.47309747822686,1.0,0.0001959934290970359,292.64390171241854,293.2446246161794,293.26771149385127,293.3416604432709,293.4755041172354,0.4169118325738829,0.4195304415594694,0.4118893701743409,0.4194535444480203,82899.93444968697,292.05268057812344,-0.3756599881747526,0.26245126991506446,105.1509404035475,-0.3412327668546114,101.76104018264652,80.28870365069791,4.876374671930651,4.171202440708182,1.8404842883619044,5.9312135094786065,1.82860469803721
2028-01-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004829587146109717,0.0017641630602093234,-0.003005743900658473,287.377269686048,1.0,0.0001897320167121081,292.67429350565817,293.2516122157031,293.2564976092893,293.2829677167546,293.3900625499113,0.4133250243149878,0.4162479765709861,0.41337271318822216,0.42591799059639474,82899.93444968697,292.1409302641617,-0.293007909476453,0.16146066563430336,91.81645759986706,-0.18091153806058244,102.95453270537983,85.11600469901599,4.279553471059214,3.2459858779012545,1.4774770750858448,5.909693844658183,1.4773017737414353
2028-02-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004077132284035958,0.0014929428511182468,-0.0030546572573603714,287.1640192322175,1.0,0.00017225700652000612,292.98214959939986,293.5280548567898,293.49666124287944,293.4262044081499,293.3670185413675,0.4028639712164607,0.40426760754476104,0.400966573433913,0.4266117851463897,82899.93444968697,292.47880182058935,-0.24933910656423328,0.11238107594725065,82.06428106182877,0.10040838027942249,94.09729965732203,90.79845530733144,3.81346804283856,2.75125636579125,0.9966530271781385,5.56684781089643,1.0311760007059319
2028-03-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0041940726409914674,0.001259809577732345,-0.0030788887358604512,287.2660789547187,1.0,0.00016537850394404195,293.265085614486,293.80405635371636,293.7622220685887,293.6475116293156,293.4385668270996,0.4002366693612129,0.4001768002092443,0.3894234567033448,0.4229329326633769,82894.421,292.7442890197423,-0.2976266693822766,0.1883589204815166,91.16773356385691,0.2141206674431476,89.38914615789201,95.23134149522735,4.27085919884619,3.6112255062545224,0.818284443629333,5.347778076401917,0.8270852762536048
2028-04-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005119827450807759,0.001490681359993074,-0.003069389200053917,287.63580198159383,1.0,0.00018118497630917923,293.2880451572915,293.85282409241734,293.8202121599367,293.7457049404035,293.54886041125434,0.40675250131347757,0.4071451980998464,0.39512786386570653,0.42098854063197716,82894.421,292.7251728721939,-0.4423465624700433,0.3861270065581331,109.1408519813138,0.1788204322325979,95.20923082024875,98.2124971356215,5.121564896004747,4.991759542783865,1.3564427386006355,5.478450526183209,1.355399336142165
2028-05-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005379271120566281,0.0019600158235363843,-0.003049557950093031,287.80232728883124,1.0,0.00018742010851200525,293.07663649260456,293.65255266555056,293.64922448683495,293.66183783695016,293.6123073288872,0.4104017320925952,0.41281529958168833,0.40563801478647793,0.4241460572966582,82914.43063377262,292.561722312227,-0.5776468366090882,0.6062127795642593,114.77218404294796,0.07487151277046701,105.80917378788392,99.19559688948955,5.253051202550666,5.532275486263475,1.8838873984305822,5.68829913524709,1.9159235690264094
2028-06-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004352816071851387,0.0019380794017271954,-0.0029217463164260167,287.1729841086327,1.0,0.00016373470323811134,292.84341205419696,293.40366638230944,293.41886943851745,293.49299411558735,293.5902200636182,0.38938289577180535,0.39729572788521894,0.4005416399980217,0.4262147536240426,82948.81080890009,292.46030514924024,-0.6677838931656974,0.7771732147349454,91.78134998830008,-0.041601121062842646,104.50940714391618,97.09057314408938,3.987270445851381,4.426815660719563,1.7235204398556627,5.353274356837542,1.714640672607022
2028-07-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0030496892370946,0.0015221875963078151,-0.0027487823401113657,286.1949992132986,1.0,0.0001266852997818125,292.8630643227535,293.37756443231586,293.3811723087908,293.4192993550143,293.517111765864,0.3606320222565982,0.3682143621830825,0.37741170588774287,0.42423483189392325,82977.92986825568,292.55291294175277,-0.6230108127362488,0.7826318966700375,62.45252848591772,-0.1652916953507583,87.54806289575595,92.40821855042999,2.695406416104653,3.1092134892945995,1.0300332489367194,4.581110793651894,1.0189321910275952
2028-08-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0028265711715438646,0.0009495302997739844,-0.002615481144492621,285.7311252008954,1.0,0.00011323866844675257,293.00129091603765,293.5018679434619,293.4865758767707,293.46745971494033,293.4745305039757,0.3505985223677159,0.35490566056330525,0.35497161564272406,0.4166304484610463,82980.96849988597,292.636188697307,-0.5587225462704569,0.6917297273599078,48.89663544522713,-0.15709616974413335,66.2099516071666,87.04954023820432,2.2985164486850906,2.370276791869268,0.4473389257793423,4.026573435895509,0.39077232294983255
2028-09-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0038417699530613365,0.0009493444233830438,-0.002649795767632508,286.0844326078889,1.0,0.00012891978952822146,293.15913351883836,293.67155799220353,293.641562586334,293.5768441502904,293.486158300961,0.36579988149272596,0.36480000040195576,0.3553745502061807,0.4104706277916302,82954.39038596589,292.62475787001927,-0.4823826059326613,0.5525765073352951,65.2969717132403,-0.2714544293206776,59.079956979149905,82.55731965843796,3.130042755200723,2.82985546783301,0.6064286497898684,4.181624225402699,0.6058729416344834
2028-10-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004923776286388938,0.001211298396581274,-0.00277712223932982,286.83072334494733,1.0,0.00015608955115376414,293.10599991053635,293.6608244132646,293.6472204804717,293.62418283138106,293.53562701270477,0.39156448632504876,0.39020942863967156,0.3727751777501655,0.40914251913327004,82927.97862767077,292.4845196555628,-0.4821508372474173,0.4612028316430246,90.00002434639401,-0.18881707870655326,69.5025293495979,79.226488440099,4.1776564200130695,3.6886376661563305,1.0727398164494122,4.866517233779256,1.0569620879318833
